Angle_11,Angle_12,Angle_13,Angle_14,Angle_23,Angle_24,Angle_25,Angle_26
VID-20250115-WA0009.mp4,11.749708636440134,34.78666421046882,76.31788288752905,2.8987976715039316,98.26451549175863,100.5664005977825,171.16050479024167,166.88726985916895
VID-20250115-WA0009.mp4,12.037491433651779,34.95707565558275,76.71228940828122,3.5506802724345583,97.73276770911345,100.69907687294138,172.75548081421678,166.46513984607748
VID-20250115-WA0009.mp4,12.273802172324801,34.82221768860996,77.31666634872579,3.858466981847107,97.72586255727391,100.95747052758968,173.39914108104634,165.78623772896245
VID-20250115-WA0009.mp4,12.638369459193362,34.67402354108095,77.78990575280314,3.4976542403761037,97.3254524138611,101.11505743153641,173.97361432640832,165.60681260853767
VID-20250115-WA0009.mp4,13.061463037018715,34.936469597852245,78.27206044064596,4.349704956039557,96.75234916764072,101.46864182774054,175.1794094451597,164.89436189948614
VID-20250115-WA0009.mp4,13.939449925173774,35.233391799024986,78.77790558073627,5.639600796807993,96.13946268977895,101.69023280858404,175.75613728425026,164.94599156431028
VID-20250115-WA0009.mp4,14.757938531421821,35.40532043081846,79.07012841437356,5.842134323608089,95.50092066257365,101.9362451209806,176.5788786658459,164.37447680372534
VID-20250115-WA0009.mp4,14.881669866432597,35.63066941380721,79.02182590462363,6.675143812053367,94.85339959051832,101.89225257541686,178.0613753094849,163.61605149041637
VID-20250115-WA0009.mp4,14.907517302867854,35.70075130912787,79.01026303555672,8.510436232381528,94.32024786248047,102.18979102524409,179.25373179749184,162.80826624322106
VID-20250115-WA0009.mp4,15.006102316933815,35.70023320169849,79.04139463275241,10.227024740776681,93.98063703235789,102.51508738402532,179.78644032291325,161.74214866199944
VID-20250115-WA0009.mp4,15.173740496661784,36.103126324911216,79.16667701590173,11.87844889112577,92.73458299041785,104.16441933087695,177.9263525728504,158.38258508260046
VID-20250115-WA0009.mp4,15.55345810114699,37.09102607608385,78.67561806255712,13.92423730564592,91.79469369246027,107.27113853115698,176.09671657196222,152.64675126662175
VID-20250115-WA0009.mp4,17.652727562945916,38.52181980661176,78.55397762537436,13.950792299656518,89.3624319508726,109.47344947725149,173.92848265299455,149.12598901747103
VID-20250115-WA0009.mp4,18.216845690618918,40.038567391469094,78.71248733410327,13.647907286942516,87.02557717676305,112.57948662526874,171.35913636214067,144.68110733424285
VID-20250115-WA0009.mp4,20.194406083072103,41.65784699606801,78.6016039581349,13.456496974651163,84.57326468398767,114.28695904694678,168.55869804240166,141.01965240579872
VID-20250115-WA0009.mp4,20.10341763829272,43.06318837486281,77.33782056607976,12.160960033843766,83.98854954343291,116.71441472446763,168.4836155773904,139.29513408054353
VID-20250115-WA0009.mp4,20.552283223994458,45.536773146899826,78.31120772531591,11.953384157129971,83.1394031365094,118.96375032223787,167.10366145314558,137.79347877058356
VID-20250115-WA0009.mp4,21.368113371411486,45.255257657648414,78.4024051715135,13.392255380511077,81.288452591413,120.77944526640697,164.02475362853903,134.84466530978182
VID-20250115-WA0009.mp4,22.10396988963386,46.395715353545704,79.01818163587983,14.1437664653274,78.70324994227589,123.59839621250606,160.75696409769924,131.84501563632105
VID-20250115-WA0009.mp4,22.729368995818838,46.6552786892203,78.8539033246635,14.191217127057152,75.83909925836394,126.05005961771344,156.95096384717255,129.73364575895403
VID-20250115-WA0009.mp4,23.148671085177668,47.15210403623847,78.76380106008683,15.672775745529592,74.20275326866219,128.6377043199426,155.37198620575398,126.58359069320096
VID-20250115-WA0009.mp4,23.257037763552738,47.47883444262804,78.73446978794836,12.82696636550029,72.56516029042577,130.43303912351902,154.10893084523573,124.8315362821915
VID-20250115-WA0009.mp4,24.773387729039094,49.74520257436236,80.21834412977533,13.328917222103874,69.96957428243032,132.35069469716484,151.08446726822893,123.01029914685498
VID-20250115-WA0009.mp4,27.235951393871957,52.46612510538559,80.90805690467488,16.750567584496974,67.20530835957449,133.84683257120153,147.42374690478383,121.25181638488843
